path,set,target
train/angry_4977.png,train,angry
train/surprised_4978.png,train,surprised
train/sad_4979.png,train,sad
train/happy_4980.png,train,happy
train/angry_4981.png,train,angry
train/sad_4982.png,train,sad
train/fearful_4983.png,train,fearful
train/angry_4984.png,train,angry
train/sad_4985.png,train,sad
train/fearful_4986.png,train,fearful
train/sad_4987.png,train,sad
train/fearful_4988.png,train,fearful
train/neutral_4990.png,train,neutral
train/angry_4991.png,train,angry
train/disgusted_4992.png,train,disgusted
train/happy_4993.png,train,happy
train/neutral_4994.png,train,neutral
train/neutral_4995.png,train,neutral
train/happy_4996.png,train,happy
train/neutral_4997.png,train,neutral
train/sad_4998.png,train,sad
train/angry_4999.png,train,angry
train/neutral_5000.png,train,neutral
train/neutral_5001.png,train,neutral
train/fearful_5002.png,train,fearful
train/fearful_5003.png,train,fearful
train/sad_5004.png,train,sad
train/happy_5005.png,train,happy
train/angry_5006.png,train,angry
train/neutral_5007.png,train,neutral
train/happy_5008.png,train,happy
train/neutral_5009.png,train,neutral
train/sad_5010.png,train,sad
train/neutral_5011.png,train,neutral
train/sad_5013.png,train,sad
train/fearful_5014.png,train,fearful
train/neutral_5015.png,train,neutral
train/neutral_5016.png,train,neutral
train/fearful_5017.png,train,fearful
train/angry_5018.png,train,angry
train/neutral_5019.png,train,neutral
train/sad_5020.png,train,sad
train/fearful_5021.png,train,fearful
train/fearful_5022.png,train,fearful
train/surprised_5023.png,train,surprised
train/surprised_5024.png,train,surprised
train/sad_5025.png,train,sad
train/surprised_5026.png,train,surprised
train/happy_5027.png,train,happy
train/happy_5028.png,train,happy
train/surprised_5029.png,train,surprised
train/neutral_5030.png,train,neutral
train/happy_5031.png,train,happy
train/happy_5032.png,train,happy
train/sad_5034.png,train,sad
train/angry_5035.png,train,angry
train/happy_5036.png,train,happy
train/surprised_5037.png,train,surprised
train/neutral_5038.png,train,neutral
train/neutral_5039.png,train,neutral
train/sad_5040.png,train,sad
train/surprised_5041.png,train,surprised
train/angry_5042.png,train,angry
train/happy_5043.png,train,happy
train/happy_5044.png,train,happy
train/happy_5045.png,train,happy
train/neutral_5046.png,train,neutral
train/happy_5047.png,train,happy
train/happy_5048.png,train,happy
train/sad_5049.png,train,sad
train/happy_5050.png,train,happy
train/happy_5051.png,train,happy
train/sad_5052.png,train,sad
train/surprised_5053.png,train,surprised
train/angry_5054.png,train,angry
train/neutral_5055.png,train,neutral
train/fearful_5056.png,train,fearful
train/neutral_5057.png,train,neutral
train/disgusted_5058.png,train,disgusted
train/surprised_5059.png,train,surprised
train/fearful_5060.png,train,fearful
train/angry_5061.png,train,angry
train/sad_5062.png,train,sad
train/angry_5063.png,train,angry
train/neutral_5064.png,train,neutral
train/happy_5065.png,train,happy
train/fearful_5066.png,train,fearful
train/happy_5067.png,train,happy
train/happy_5068.png,train,happy
train/happy_5069.png,train,happy
train/angry_5070.png,train,angry
train/happy_5071.png,train,happy
train/surprised_5073.png,train,surprised
train/happy_5074.png,train,happy
train/happy_5075.png,train,happy
train/happy_5076.png,train,happy
train/fearful_5077.png,train,fearful
train/happy_5078.png,train,happy
train/surprised_5079.png,train,surprised
train/surprised_5080.png,train,surprised
train/happy_5081.png,train,happy
train/disgusted_5082.png,train,disgusted
train/happy_5083.png,train,happy
train/angry_5084.png,train,angry
train/angry_5085.png,train,angry
train/angry_5086.png,train,angry
train/angry_5087.png,train,angry
train/happy_5088.png,train,happy
train/fearful_5089.png,train,fearful
train/surprised_5090.png,train,surprised
train/happy_5091.png,train,happy
train/happy_5092.png,train,happy
train/happy_5093.png,train,happy
train/sad_5094.png,train,sad
train/happy_5096.png,train,happy
train/neutral_5097.png,train,neutral
train/surprised_5098.png,train,surprised
train/fearful_5099.png,train,fearful
train/neutral_5100.png,train,neutral
train/happy_5101.png,train,happy
train/angry_5102.png,train,angry
train/happy_5103.png,train,happy
train/sad_5104.png,train,sad
train/sad_5105.png,train,sad
train/happy_5106.png,train,happy
train/happy_5107.png,train,happy
train/fearful_5108.png,train,fearful
train/neutral_5109.png,train,neutral
train/surprised_5110.png,train,surprised
train/angry_5112.png,train,angry
train/angry_5113.png,train,angry
train/fearful_5114.png,train,fearful
train/happy_5115.png,train,happy
train/surprised_5116.png,train,surprised
train/neutral_5117.png,train,neutral
train/fearful_5118.png,train,fearful
train/neutral_5119.png,train,neutral
train/happy_5120.png,train,happy
train/happy_5121.png,train,happy
train/sad_5122.png,train,sad
train/fearful_5123.png,train,fearful
train/neutral_5124.png,train,neutral
train/disgusted_5125.png,train,disgusted
train/angry_5127.png,train,angry
train/sad_5128.png,train,sad
train/sad_5129.png,train,sad
train/neutral_5130.png,train,neutral
train/surprised_5131.png,train,surprised
train/angry_5132.png,train,angry
train/fearful_5133.png,train,fearful
train/surprised_5134.png,train,surprised
train/neutral_5135.png,train,neutral
train/neutral_5136.png,train,neutral
train/fearful_5137.png,train,fearful
train/angry_5139.png,train,angry
train/sad_5140.png,train,sad
train/neutral_5141.png,train,neutral
train/sad_5142.png,train,sad
train/fearful_5143.png,train,fearful
train/sad_5144.png,train,sad
train/sad_5145.png,train,sad
train/sad_5146.png,train,sad
train/angry_5147.png,train,angry
train/surprised_5148.png,train,surprised
train/happy_5149.png,train,happy
train/neutral_5150.png,train,neutral
train/neutral_5151.png,train,neutral
train/happy_5152.png,train,happy
train/fearful_5153.png,train,fearful
train/neutral_5154.png,train,neutral
train/sad_5155.png,train,sad
train/angry_5156.png,train,angry
train/surprised_5157.png,train,surprised
train/angry_5158.png,train,angry
train/happy_5159.png,train,happy
train/disgusted_5160.png,train,disgusted
train/happy_5161.png,train,happy
train/happy_5162.png,train,happy
train/angry_5163.png,train,angry
train/neutral_5164.png,train,neutral
train/surprised_5166.png,train,surprised
train/happy_5167.png,train,happy
train/happy_5168.png,train,happy
train/surprised_5169.png,train,surprised
train/fearful_5170.png,train,fearful
train/sad_5171.png,train,sad
train/happy_5172.png,train,happy
train/angry_5173.png,train,angry
train/neutral_5174.png,train,neutral
train/neutral_5175.png,train,neutral
train/neutral_5176.png,train,neutral
train/angry_5178.png,train,angry
train/neutral_5179.png,train,neutral
train/neutral_5180.png,train,neutral
train/angry_5181.png,train,angry
train/neutral_5182.png,train,neutral
train/fearful_5183.png,train,fearful
train/neutral_5184.png,train,neutral
train/surprised_5185.png,train,surprised
train/neutral_5186.png,train,neutral
train/sad_5187.png,train,sad
train/happy_5188.png,train,happy
train/happy_5189.png,train,happy
train/angry_5190.png,train,angry
train/sad_5191.png,train,sad
train/neutral_5192.png,train,neutral
train/angry_5193.png,train,angry
train/fearful_5194.png,train,fearful
train/neutral_5195.png,train,neutral
train/fearful_5196.png,train,fearful
train/happy_5197.png,train,happy
train/happy_5198.png,train,happy
train/surprised_5199.png,train,surprised
train/angry_5200.png,train,angry
train/surprised_5201.png,train,surprised
train/angry_5202.png,train,angry
train/sad_5203.png,train,sad
train/angry_5204.png,train,angry
train/surprised_5205.png,train,surprised
train/surprised_5206.png,train,surprised
train/angry_5207.png,train,angry
train/sad_5208.png,train,sad
train/angry_5209.png,train,angry
train/fearful_5210.png,train,fearful
train/fearful_5211.png,train,fearful
train/neutral_5212.png,train,neutral
train/neutral_5213.png,train,neutral
train/sad_5214.png,train,sad
train/neutral_5215.png,train,neutral
train/sad_5216.png,train,sad
train/sad_5217.png,train,sad
train/neutral_5218.png,train,neutral
train/happy_5219.png,train,happy
train/angry_5220.png,train,angry
train/happy_5221.png,train,happy
train/disgusted_5222.png,train,disgusted
train/sad_5223.png,train,sad
train/neutral_5224.png,train,neutral
train/angry_5225.png,train,angry
train/fearful_5226.png,train,fearful
train/fearful_5227.png,train,fearful
train/happy_5228.png,train,happy
train/neutral_5229.png,train,neutral
train/fearful_5230.png,train,fearful
train/happy_5231.png,train,happy
train/fearful_5232.png,train,fearful
train/sad_5233.png,train,sad
train/happy_5234.png,train,happy
train/happy_5235.png,train,happy
train/neutral_5236.png,train,neutral
train/happy_5237.png,train,happy
train/surprised_5238.png,train,surprised
train/sad_5239.png,train,sad
train/angry_5241.png,train,angry
train/sad_5242.png,train,sad
train/angry_5243.png,train,angry
train/sad_5244.png,train,sad
train/surprised_5245.png,train,surprised
train/fearful_5246.png,train,fearful
train/angry_5247.png,train,angry
train/angry_5248.png,train,angry
train/neutral_5249.png,train,neutral
train/fearful_5250.png,train,fearful
train/happy_5251.png,train,happy
train/angry_5252.png,train,angry
train/sad_5253.png,train,sad
train/happy_5254.png,train,happy
train/fearful_5255.png,train,fearful
train/surprised_5256.png,train,surprised
train/sad_5257.png,train,sad
train/fearful_5259.png,train,fearful
train/fearful_5260.png,train,fearful
train/sad_5261.png,train,sad
train/surprised_5262.png,train,surprised
train/neutral_5263.png,train,neutral
train/fearful_5264.png,train,fearful
train/happy_5265.png,train,happy
train/happy_5266.png,train,happy
train/happy_5268.png,train,happy
train/surprised_5269.png,train,surprised
train/happy_5270.png,train,happy
train/neutral_5271.png,train,neutral
train/fearful_5272.png,train,fearful
train/fearful_5274.png,train,fearful
train/fearful_5275.png,train,fearful
train/angry_5276.png,train,angry
train/neutral_5277.png,train,neutral
train/angry_5278.png,train,angry
train/sad_5279.png,train,sad
train/sad_5280.png,train,sad
train/fearful_5281.png,train,fearful
train/neutral_5282.png,train,neutral
train/sad_5283.png,train,sad
train/angry_5284.png,train,angry
train/sad_5285.png,train,sad
train/surprised_5286.png,train,surprised
train/disgusted_5287.png,train,disgusted
train/surprised_5288.png,train,surprised
train/neutral_5289.png,train,neutral
train/sad_5290.png,train,sad
train/sad_5291.png,train,sad
train/happy_5292.png,train,happy
train/sad_5293.png,train,sad
train/sad_5294.png,train,sad
train/neutral_5295.png,train,neutral
train/angry_5296.png,train,angry
train/neutral_5297.png,train,neutral
train/surprised_5298.png,train,surprised
train/fearful_5299.png,train,fearful
train/happy_5300.png,train,happy
train/fearful_5301.png,train,fearful
train/neutral_5303.png,train,neutral
train/sad_5304.png,train,sad
train/happy_5305.png,train,happy
train/sad_5306.png,train,sad
train/happy_5307.png,train,happy
train/surprised_5308.png,train,surprised
train/happy_5309.png,train,happy
train/sad_5310.png,train,sad
train/sad_5311.png,train,sad
train/fearful_5312.png,train,fearful
train/angry_5313.png,train,angry
train/neutral_5314.png,train,neutral
train/angry_5315.png,train,angry
train/surprised_5317.png,train,surprised
train/disgusted_5318.png,train,disgusted
train/happy_5319.png,train,happy
train/happy_5320.png,train,happy
train/surprised_5321.png,train,surprised
train/fearful_5322.png,train,fearful
train/angry_5323.png,train,angry
train/sad_5324.png,train,sad
train/neutral_5325.png,train,neutral
train/neutral_5326.png,train,neutral
train/angry_5327.png,train,angry
train/happy_5328.png,train,happy
train/neutral_5329.png,train,neutral
train/surprised_5330.png,train,surprised
train/fearful_5331.png,train,fearful
train/happy_5332.png,train,happy
train/fearful_5333.png,train,fearful
train/neutral_5334.png,train,neutral
train/surprised_5335.png,train,surprised
train/surprised_5336.png,train,surprised
train/happy_5337.png,train,happy
train/neutral_5338.png,train,neutral
train/neutral_5339.png,train,neutral
train/happy_5340.png,train,happy
train/sad_5341.png,train,sad
train/surprised_5342.png,train,surprised
train/happy_5343.png,train,happy
train/surprised_5344.png,train,surprised
train/surprised_5345.png,train,surprised
train/fearful_5346.png,train,fearful
train/sad_5347.png,train,sad
train/neutral_5348.png,train,neutral
train/neutral_5349.png,train,neutral
train/happy_5350.png,train,happy
train/happy_5351.png,train,happy
train/happy_5352.png,train,happy
train/angry_5353.png,train,angry
train/happy_5354.png,train,happy
train/neutral_5355.png,train,neutral
train/happy_5356.png,train,happy
train/sad_5357.png,train,sad
train/surprised_5358.png,train,surprised
train/neutral_5359.png,train,neutral
train/sad_5360.png,train,sad
train/surprised_5361.png,train,surprised
train/sad_5362.png,train,sad
train/angry_5363.png,train,angry
train/surprised_5364.png,train,surprised
train/surprised_5365.png,train,surprised
train/happy_5366.png,train,happy
train/disgusted_5367.png,train,disgusted
train/angry_5368.png,train,angry
train/fearful_5369.png,train,fearful
train/fearful_5370.png,train,fearful
train/happy_5371.png,train,happy
train/neutral_5373.png,train,neutral
train/neutral_5374.png,train,neutral
train/happy_5375.png,train,happy
train/neutral_5376.png,train,neutral
train/fearful_5377.png,train,fearful
train/neutral_5378.png,train,neutral
train/neutral_5379.png,train,neutral
train/neutral_5380.png,train,neutral
train/sad_5381.png,train,sad
train/neutral_5382.png,train,neutral
train/happy_5383.png,train,happy
train/sad_5384.png,train,sad
train/happy_5385.png,train,happy
train/surprised_5386.png,train,surprised
train/angry_5387.png,train,angry
train/sad_5388.png,train,sad
train/angry_5389.png,train,angry
train/happy_5390.png,train,happy
train/sad_5391.png,train,sad
train/surprised_5392.png,train,surprised
train/neutral_5393.png,train,neutral
train/surprised_5394.png,train,surprised
train/sad_5395.png,train,sad
train/happy_5396.png,train,happy
train/angry_5397.png,train,angry
train/sad_5398.png,train,sad
train/surprised_5399.png,train,surprised
train/sad_5400.png,train,sad
train/happy_5401.png,train,happy
train/surprised_5402.png,train,surprised
train/sad_5403.png,train,sad
train/fearful_5404.png,train,fearful
train/surprised_5405.png,train,surprised
train/neutral_5406.png,train,neutral
train/neutral_5407.png,train,neutral
train/surprised_5408.png,train,surprised
train/neutral_5409.png,train,neutral
train/sad_5410.png,train,sad
train/surprised_5411.png,train,surprised
train/angry_5413.png,train,angry
train/sad_5414.png,train,sad
train/angry_5415.png,train,angry
train/happy_5416.png,train,happy
train/happy_5418.png,train,happy
train/fearful_5419.png,train,fearful
train/sad_5420.png,train,sad
train/neutral_5421.png,train,neutral
train/happy_5422.png,train,happy
train/surprised_5423.png,train,surprised
train/neutral_5424.png,train,neutral
train/happy_5425.png,train,happy
train/sad_5426.png,train,sad
train/angry_5427.png,train,angry
train/happy_5428.png,train,happy
train/happy_5429.png,train,happy
train/happy_5430.png,train,happy
train/surprised_5431.png,train,surprised
train/sad_5432.png,train,sad
train/sad_5433.png,train,sad
train/happy_5434.png,train,happy
train/fearful_5435.png,train,fearful
train/happy_5436.png,train,happy
train/happy_5437.png,train,happy
train/fearful_5438.png,train,fearful
train/neutral_5439.png,train,neutral
train/neutral_5440.png,train,neutral
train/sad_5441.png,train,sad
train/happy_5443.png,train,happy
train/angry_5444.png,train,angry
train/surprised_5447.png,train,surprised
train/happy_5448.png,train,happy
train/sad_5449.png,train,sad
train/happy_5450.png,train,happy
train/surprised_5451.png,train,surprised
train/sad_5452.png,train,sad
train/happy_5453.png,train,happy
train/sad_5454.png,train,sad
train/happy_5455.png,train,happy
train/surprised_5456.png,train,surprised
train/angry_5457.png,train,angry
train/happy_5458.png,train,happy
train/angry_5459.png,train,angry
train/happy_5460.png,train,happy
train/fearful_5461.png,train,fearful
train/surprised_5462.png,train,surprised
train/fearful_5463.png,train,fearful
train/fearful_5464.png,train,fearful
train/surprised_5465.png,train,surprised
train/angry_5466.png,train,angry
train/angry_5467.png,train,angry
train/angry_5468.png,train,angry
train/fearful_5469.png,train,fearful
train/happy_5470.png,train,happy
train/happy_5471.png,train,happy
train/sad_5472.png,train,sad
train/happy_5473.png,train,happy
train/happy_5474.png,train,happy
train/surprised_5475.png,train,surprised
train/happy_5476.png,train,happy
train/disgusted_5477.png,train,disgusted
train/sad_5478.png,train,sad
train/fearful_5479.png,train,fearful
train/sad_5480.png,train,sad
train/neutral_5481.png,train,neutral
train/surprised_5482.png,train,surprised
train/angry_5483.png,train,angry
train/angry_5484.png,train,angry
train/happy_5485.png,train,happy
train/happy_5486.png,train,happy
train/disgusted_5487.png,train,disgusted
train/sad_5488.png,train,sad
train/sad_5489.png,train,sad
train/happy_5490.png,train,happy
train/surprised_5491.png,train,surprised
train/angry_5492.png,train,angry
train/angry_5493.png,train,angry
train/angry_5494.png,train,angry
train/surprised_5495.png,train,surprised
train/surprised_5496.png,train,surprised
train/angry_5497.png,train,angry
train/neutral_5498.png,train,neutral
train/surprised_5499.png,train,surprised
train/sad_5500.png,train,sad
train/neutral_5501.png,train,neutral
train/surprised_5502.png,train,surprised
train/fearful_5503.png,train,fearful
train/sad_5504.png,train,sad
train/neutral_5505.png,train,neutral
train/angry_5506.png,train,angry
train/happy_5507.png,train,happy
train/fearful_5508.png,train,fearful
train/happy_5509.png,train,happy
train/fearful_5510.png,train,fearful
train/angry_5511.png,train,angry
train/happy_5512.png,train,happy
train/happy_5513.png,train,happy
train/neutral_5514.png,train,neutral
train/happy_5515.png,train,happy
train/angry_5516.png,train,angry
train/surprised_5517.png,train,surprised
train/happy_5518.png,train,happy
train/sad_5519.png,train,sad
train/sad_5520.png,train,sad
train/sad_5522.png,train,sad
train/fearful_5523.png,train,fearful
train/fearful_5524.png,train,fearful
train/happy_5525.png,train,happy
train/angry_5526.png,train,angry
train/surprised_5527.png,train,surprised
train/happy_5528.png,train,happy
train/happy_5529.png,train,happy
train/happy_5531.png,train,happy
train/neutral_5532.png,train,neutral
train/happy_5533.png,train,happy
train/sad_5534.png,train,sad
train/angry_5535.png,train,angry
train/sad_5536.png,train,sad
train/neutral_5537.png,train,neutral
train/happy_5538.png,train,happy
train/surprised_5539.png,train,surprised
train/happy_5540.png,train,happy
train/happy_5541.png,train,happy
train/happy_5542.png,train,happy
train/angry_5543.png,train,angry
train/angry_5544.png,train,angry
train/angry_5545.png,train,angry
train/angry_5546.png,train,angry
train/happy_5547.png,train,happy
train/fearful_5548.png,train,fearful
train/neutral_5549.png,train,neutral
train/happy_5550.png,train,happy
train/neutral_5551.png,train,neutral
train/neutral_5552.png,train,neutral
train/neutral_5553.png,train,neutral
train/happy_5555.png,train,happy
train/angry_5556.png,train,angry
train/neutral_5557.png,train,neutral
train/happy_5558.png,train,happy
train/angry_5559.png,train,angry
train/surprised_5560.png,train,surprised
train/angry_5561.png,train,angry
train/angry_5562.png,train,angry
train/surprised_5563.png,train,surprised
train/sad_5564.png,train,sad
train/happy_5565.png,train,happy
train/fearful_5566.png,train,fearful
train/fearful_5567.png,train,fearful
train/neutral_5568.png,train,neutral
train/fearful_5569.png,train,fearful
train/fearful_5570.png,train,fearful
train/fearful_5571.png,train,fearful
train/happy_5572.png,train,happy
train/sad_5573.png,train,sad
train/angry_5574.png,train,angry
train/happy_5576.png,train,happy
train/happy_5577.png,train,happy
train/fearful_5579.png,train,fearful
train/fearful_5580.png,train,fearful
train/happy_5581.png,train,happy
train/angry_5582.png,train,angry
train/fearful_5583.png,train,fearful
train/angry_5584.png,train,angry
train/fearful_5585.png,train,fearful
train/sad_5586.png,train,sad
train/angry_5587.png,train,angry
train/fearful_5588.png,train,fearful
train/happy_5589.png,train,happy
train/happy_5590.png,train,happy
train/fearful_5591.png,train,fearful
train/surprised_5592.png,train,surprised
train/happy_5593.png,train,happy
train/happy_5594.png,train,happy
train/fearful_5595.png,train,fearful
train/fearful_5596.png,train,fearful
train/sad_5597.png,train,sad
train/neutral_5598.png,train,neutral
train/happy_5599.png,train,happy
train/happy_5600.png,train,happy
train/neutral_5601.png,train,neutral
train/surprised_5602.png,train,surprised
train/angry_5603.png,train,angry
train/neutral_5604.png,train,neutral
train/fearful_5605.png,train,fearful
train/angry_5606.png,train,angry
train/fearful_5607.png,train,fearful
train/happy_5608.png,train,happy
train/fearful_5609.png,train,fearful
train/fearful_5610.png,train,fearful
train/happy_5611.png,train,happy
train/fearful_5612.png,train,fearful
train/angry_5613.png,train,angry
train/happy_5615.png,train,happy
train/neutral_5616.png,train,neutral
train/sad_5617.png,train,sad
train/angry_5618.png,train,angry
train/neutral_5619.png,train,neutral
train/angry_5620.png,train,angry
train/sad_5621.png,train,sad
train/happy_5622.png,train,happy
train/neutral_5623.png,train,neutral
train/fearful_5624.png,train,fearful
train/angry_5625.png,train,angry
train/sad_5626.png,train,sad
train/fearful_5627.png,train,fearful
train/sad_5628.png,train,sad
train/fearful_5629.png,train,fearful
train/surprised_5630.png,train,surprised
train/surprised_5631.png,train,surprised
train/happy_5632.png,train,happy
train/sad_5633.png,train,sad
train/sad_5634.png,train,sad
train/neutral_5635.png,train,neutral
train/fearful_5636.png,train,fearful
train/angry_5637.png,train,angry
train/happy_5638.png,train,happy
train/angry_5639.png,train,angry
train/surprised_5640.png,train,surprised
train/sad_5641.png,train,sad
train/angry_5643.png,train,angry
train/neutral_5644.png,train,neutral
train/sad_5645.png,train,sad
train/neutral_5646.png,train,neutral
train/surprised_5647.png,train,surprised
train/sad_5649.png,train,sad
train/sad_5651.png,train,sad
train/sad_5652.png,train,sad
train/sad_5653.png,train,sad
train/happy_5654.png,train,happy
train/sad_5655.png,train,sad
train/fearful_5656.png,train,fearful
train/neutral_5657.png,train,neutral
train/happy_5658.png,train,happy
train/happy_5659.png,train,happy
train/fearful_5660.png,train,fearful
train/fearful_5661.png,train,fearful
train/sad_5662.png,train,sad
train/happy_5663.png,train,happy
train/fearful_5664.png,train,fearful
train/fearful_5665.png,train,fearful
train/angry_5666.png,train,angry
train/fearful_5667.png,train,fearful
train/neutral_5668.png,train,neutral
train/happy_5669.png,train,happy
train/surprised_5670.png,train,surprised
train/fearful_5671.png,train,fearful
train/happy_5672.png,train,happy
train/happy_5673.png,train,happy
train/angry_5674.png,train,angry
train/angry_5675.png,train,angry
train/happy_5676.png,train,happy
train/happy_5677.png,train,happy
train/sad_5678.png,train,sad
train/sad_5679.png,train,sad
train/disgusted_5680.png,train,disgusted
train/surprised_5681.png,train,surprised
train/neutral_5682.png,train,neutral
train/angry_5683.png,train,angry
train/sad_5684.png,train,sad
train/neutral_5685.png,train,neutral
train/happy_5686.png,train,happy
train/neutral_5687.png,train,neutral
train/surprised_5688.png,train,surprised
train/happy_5689.png,train,happy
train/fearful_5690.png,train,fearful
train/fearful_5691.png,train,fearful
train/fearful_5692.png,train,fearful
train/sad_5693.png,train,sad
train/neutral_5694.png,train,neutral
train/neutral_5695.png,train,neutral
train/neutral_5697.png,train,neutral
train/happy_5698.png,train,happy
train/angry_5699.png,train,angry
train/surprised_5700.png,train,surprised
train/sad_5701.png,train,sad
train/fearful_5702.png,train,fearful
train/neutral_5703.png,train,neutral
train/sad_5704.png,train,sad
train/angry_5705.png,train,angry
train/fearful_5706.png,train,fearful
train/neutral_5707.png,train,neutral
train/angry_5708.png,train,angry
train/angry_5709.png,train,angry
train/fearful_5710.png,train,fearful
train/happy_5711.png,train,happy
train/angry_5712.png,train,angry
train/angry_5714.png,train,angry
train/angry_5716.png,train,angry
train/angry_5717.png,train,angry
train/sad_5718.png,train,sad
train/happy_5719.png,train,happy
train/angry_5720.png,train,angry
train/surprised_5721.png,train,surprised
train/fearful_5722.png,train,fearful
train/neutral_5723.png,train,neutral
train/neutral_5725.png,train,neutral
train/surprised_5726.png,train,surprised
train/angry_5727.png,train,angry
train/sad_5728.png,train,sad
train/angry_5730.png,train,angry
train/happy_5731.png,train,happy
train/happy_5732.png,train,happy
train/angry_5733.png,train,angry
train/surprised_5734.png,train,surprised
train/fearful_5735.png,train,fearful
train/angry_5736.png,train,angry
train/neutral_5737.png,train,neutral
train/surprised_5738.png,train,surprised
train/happy_5739.png,train,happy
train/happy_5740.png,train,happy
train/neutral_5741.png,train,neutral
train/angry_5742.png,train,angry
train/happy_5743.png,train,happy
train/happy_5745.png,train,happy
train/neutral_5746.png,train,neutral
train/angry_5747.png,train,angry
train/sad_5748.png,train,sad
train/happy_5749.png,train,happy
train/fearful_5750.png,train,fearful
train/disgusted_5751.png,train,disgusted
train/neutral_5752.png,train,neutral
train/fearful_5753.png,train,fearful
train/happy_5754.png,train,happy
train/neutral_5755.png,train,neutral
train/neutral_5756.png,train,neutral
train/fearful_5757.png,train,fearful
train/happy_5758.png,train,happy
train/angry_5759.png,train,angry
train/fearful_5760.png,train,fearful
train/neutral_5761.png,train,neutral
train/neutral_5762.png,train,neutral
train/sad_5763.png,train,sad
train/sad_5764.png,train,sad
train/neutral_5765.png,train,neutral
train/fearful_5766.png,train,fearful
train/surprised_5767.png,train,surprised
train/angry_5768.png,train,angry
train/disgusted_5769.png,train,disgusted
train/surprised_5770.png,train,surprised
train/neutral_5771.png,train,neutral
train/sad_5772.png,train,sad
train/angry_5773.png,train,angry
train/sad_5774.png,train,sad
train/sad_5775.png,train,sad
train/fearful_5776.png,train,fearful
train/happy_5777.png,train,happy
train/angry_5778.png,train,angry
train/fearful_5779.png,train,fearful
train/sad_5780.png,train,sad
train/fearful_5781.png,train,fearful
train/fearful_5782.png,train,fearful
train/angry_5783.png,train,angry
train/surprised_5784.png,train,surprised
train/happy_5785.png,train,happy
train/fearful_5786.png,train,fearful
train/happy_5787.png,train,happy
train/neutral_5788.png,train,neutral
train/sad_5789.png,train,sad
train/angry_5790.png,train,angry
train/disgusted_5791.png,train,disgusted
train/angry_5792.png,train,angry
train/sad_5793.png,train,sad
train/happy_5794.png,train,happy
train/happy_5795.png,train,happy
train/fearful_5796.png,train,fearful
train/neutral_5797.png,train,neutral
train/angry_5798.png,train,angry
train/happy_5799.png,train,happy
train/sad_5800.png,train,sad
train/neutral_5801.png,train,neutral
train/fearful_5802.png,train,fearful
train/neutral_5803.png,train,neutral
train/angry_5804.png,train,angry
train/happy_5805.png,train,happy
train/neutral_5806.png,train,neutral
train/happy_5807.png,train,happy
train/angry_5808.png,train,angry
train/angry_5809.png,train,angry
train/sad_5810.png,train,sad
train/angry_5811.png,train,angry
train/neutral_5812.png,train,neutral
train/surprised_5813.png,train,surprised
train/sad_5814.png,train,sad
train/happy_5816.png,train,happy
train/sad_5817.png,train,sad
train/fearful_5818.png,train,fearful
train/fearful_5819.png,train,fearful
train/happy_5820.png,train,happy
train/happy_5821.png,train,happy
train/fearful_5822.png,train,fearful
train/neutral_5823.png,train,neutral
train/fearful_5824.png,train,fearful
train/happy_5825.png,train,happy
train/happy_5826.png,train,happy
train/happy_5827.png,train,happy
train/neutral_5828.png,train,neutral
train/sad_5829.png,train,sad
train/fearful_5830.png,train,fearful
train/fearful_5831.png,train,fearful
train/sad_5832.png,train,sad
train/angry_5833.png,train,angry
train/happy_5834.png,train,happy
train/neutral_5835.png,train,neutral
train/sad_5836.png,train,sad
train/sad_5838.png,train,sad
train/neutral_5839.png,train,neutral
train/surprised_5840.png,train,surprised
train/happy_5841.png,train,happy
train/fearful_5842.png,train,fearful
train/sad_5843.png,train,sad
train/fearful_5844.png,train,fearful
train/angry_5845.png,train,angry
train/sad_5846.png,train,sad
train/happy_5847.png,train,happy
train/sad_5848.png,train,sad
train/sad_5849.png,train,sad
train/happy_5850.png,train,happy
train/sad_5851.png,train,sad
train/fearful_5852.png,train,fearful
train/sad_5853.png,train,sad
train/fearful_5854.png,train,fearful
train/happy_5855.png,train,happy
train/angry_5856.png,train,angry
train/sad_5857.png,train,sad
train/angry_5858.png,train,angry
train/sad_5859.png,train,sad
train/sad_5860.png,train,sad
train/surprised_5861.png,train,surprised
train/happy_5862.png,train,happy
train/neutral_5863.png,train,neutral
train/angry_5865.png,train,angry
train/happy_5866.png,train,happy
train/happy_5867.png,train,happy
train/sad_5868.png,train,sad
train/happy_5869.png,train,happy
train/happy_5870.png,train,happy
train/neutral_5871.png,train,neutral
train/happy_5872.png,train,happy
train/neutral_5873.png,train,neutral
train/surprised_5874.png,train,surprised
train/neutral_5875.png,train,neutral
train/angry_5876.png,train,angry
train/angry_5877.png,train,angry
train/angry_5878.png,train,angry
train/angry_5879.png,train,angry
train/surprised_5880.png,train,surprised
train/surprised_5881.png,train,surprised
train/happy_5882.png,train,happy
train/happy_5883.png,train,happy
train/fearful_5884.png,train,fearful
train/neutral_5885.png,train,neutral
train/angry_5886.png,train,angry
train/happy_5887.png,train,happy
train/fearful_5888.png,train,fearful
train/surprised_5889.png,train,surprised
train/sad_5890.png,train,sad
train/neutral_5891.png,train,neutral
train/angry_5892.png,train,angry
train/angry_5893.png,train,angry
train/sad_5894.png,train,sad
train/happy_5895.png,train,happy
